node,operon,q_value
node23,PA2493;PA2494;PA2495,0
node23,PA5397;PA5398;PA5399,0
node23,PA3970;PA3971;PA3972;PA3973,0.003787879
node23,PA4550;PA4551;PA4552;PA4553,0.003690037
node23,PA4834;PA4835;PA4836;PA4837,0.013307985
node23,PA4773;PA4774;PA4775;PA4776;PA4777,0.02014652
node23,PA2977;PA2978;PA2979;PA2980;PA2981;PA2982;PA2983,0.02300885
node23,PA4345;PA4346;PA4347;PA4348,0.007722008
node23,PA1632;PA1633;PA1634;PA1635,0.012
node23,PA4354;PA4355;PA4356,0.020257827
node23,PA1922;PA1923;PA1924;PA1925,0.015473888
node23,PA0724;PA0725;PA0726,0.014787431
node23,PA4822;PA4823;PA4824,0.005649718
node23,PA2389;PA2390;PA2391,0.011857707
node23,PA2129;PA2130;PA2131;PA2132;PA2133,0.039007094
node23,PA2536;PA2537;PA2538;PA2539;PA2540,0.02739726
node23,PA2277;PA2278;PA2279;PA2280,0.029013539
node24,PA1714;PA1715;PA1716;PA1717;PA1718;PA1719;PA1720;PA1721;PA1722;PA1723;PA1724;PA1725,0
node24,PA1698;PA1699;PA1700;PA1701;PA1702;PA1703;PA1704;PA1705;PA1706;PA1707;PA1708;PA1709,0.002192983
node24,PA3186;PA3187;PA3188;PA3189;PA3190,0
node24,PA1690;PA1691;PA1692;PA1693;PA1694;PA1695;PA1696;PA1697,0.001988072
node24,PA1255;PA1256;PA1257;PA1258;PA1259;PA1260,0.002061856
node24,PA4834;PA4835;PA4836;PA4837,0
node24,PA4427;PA4428;PA4429;PA4430;PA4431,0.00203666
node24,PA1922;PA1923;PA1924;PA1925,0
node24,PA3181;PA3182;PA3183,0
node24,PA2259;PA2260;PA2261;PA2262;PA2263,0.008230452
node24,PA0617;PA0618;PA0619;PA0620;PA0621,0.006147541
node24,PA4773;PA4774;PA4775;PA4776;PA4777,0.009861933
node24,PA3191;PA3192;PA3193,0.002061856
node24,PA4482;PA4483;PA4484;PA4485;PA4486,0.008032128
node24,PA2977;PA2978;PA2979;PA2980;PA2981;PA2982;PA2983,0.014830508
node24,PA3372;PA3373;PA3374;PA3375;PA3376;PA3377;PA3378;PA3379;PA3380;PA3381;PA3382;PA3383;PA3384,0.022522522
node24,PA3799;PA3800;PA3801;PA3802;PA3803;PA3804;PA3805;PA3806;PA3807,0.025157232
node24,PA0948;PA0949;PA0950,0
node24,PA3623;PA3624;PA3625;PA3626;PA3627,0.022177419
node24,PA5397;PA5398;PA5399,0.014830508
node24,PA5534;PA5535;PA5536,0.007843138
node24,PA1020;PA1021;PA1022;PA1023;PA1024;PA1025,0.030837005
node24,PA5462;PA5463;PA5464,0.008247423
node24,PA5539;PA5540;PA5541,0.004016064
node24,PA3742;PA3743;PA3744;PA3745,0.034858387
node24,PA2277;PA2278;PA2279;PA2280,0.04329897
node24,PA3327;PA3328;PA3329;PA3330;PA3331;PA3332;PA3333;PA3334,0
node24,PA0070;PA0071;PA0072;PA0073;PA0074;PA0075;PA0076;PA0077,0
node24,PA3441;PA3442;PA3443;PA3444;PA3445,0
node24,PA2231;PA2232;PA2233;PA2234;PA2235;PA2236;PA2237;PA2238;PA2239;PA2240;PA2241,0
node24,PA0996;PA0997;PA0998;PA0999;PA1000,0
node24,PA0509;PA0510;PA0511;PA0512;PA0513;PA0514;PA0515;PA0516;PA0517;PA0518;PA0519,0
node24,PA1900;PA1901;PA1902;PA1903;PA1904;PA1905,0
node24,PA4191;PA4192;PA4193;PA4194;PA4195,0
node24,PA0086;PA0087;PA0088;PA0089;PA0090;PA0091,0.001949318
node24,PA1891;PA1892;PA1893;PA1894;PA1895;PA1896;PA1897,0
node24,PA4406;PA4407;PA4408;PA4409;PA4410;PA4411;PA4412;PA4413;PA4414;PA4415;PA4416;PA4417;PA4418;PA4419;PA4420;PA4421,0.001745201
node24,PA3935;PA3936;PA3937;PA3938,0
node24,PA0208;PA0209;PA0210;PA0211;PA0212;PA0213;PA0214,0.001824818
node24,PA4148;PA4149;PA4150;PA4151;PA4152;PA4153,0.003984064
node24,PA1211;PA1212;PA1213;PA1214;PA1215,0.001883239
node24,PA5170;PA5171;PA5172;PA5173,0
node24,PA1547;PA1548;PA1549;PA1550;PA1551,0.001956947
node24,PA0202;PA0203;PA0204;PA0205;PA0206,0.001841621
node24,PA1656;PA1657;PA1658;PA1659,0
node24,PA3904;PA3905;PA3906;PA3907;PA3908,0
node24,PA0280;PA0281;PA0282,0
node24,PA2084;PA2085;PA2086;PA2087;PA2088,0.003952569
node24,PA1664;PA1665;PA1666;PA1667;PA1668;PA1669;PA1670;PA1671,0.010948905
node24,PA0197;PA0198;PA0199,0
node24,PA3447;PA3448;PA3449,0.001984127
node24,PA2512;PA2513;PA2514,0
node24,PA0751;PA0752;PA0753;PA0754;PA0755,0.009920635
node24,PA1271;PA1272;PA1273;PA1274;PA1275;PA1276;PA1277;PA1278;PA1279;PA1280;PA1281,0.009025271
node24,PA2307;PA2308;PA2309;PA2310,0.009803922
node24,PA2725;PA2726;PA2727;PA2728;PA2729,0.007736944
node24,PA2007;PA2008;PA2009,0.003929273
node24,PA2193;PA2194;PA2195,0
node24,PA4023;PA4024;PA4025,0
node24,PA5230;PA5231;PA5232,0
node24,PA2346;PA2347;PA2348;PA2349;PA2350;PA2351,0.021276595
node24,PA1906;PA1907;PA1908,0.008510638
node24,PA5037;PA5038;PA5039;PA5040;PA5041;PA5042;PA5043;PA5044,0.020332716
node24,PA0586;PA0587;PA0588,0
node24,PA1216;PA1217;PA1218;PA1219;PA1220;PA1221,0.00929368
node24,PA2292;PA2293;PA2294;PA2295;PA2296,0.019193858
node24,PA4467;PA4468;PA4469;PA4470;PA4471,0.020715632
node24,PA4222;PA4223;PA4224;PA4225;PA4226,0.014787431
node24,PA3870;PA3871;PA3872;PA3873;PA3874;PA3875;PA3876;PA3877,0.03250478
node24,PA3888;PA3889;PA3890;PA3891,0.03307393
node24,PA1730;PA1731;PA1732,0.012048192
node24,PA2597;PA2598;PA2599;PA2600,0.01775148
node24,PA0226;PA0227;PA0228,0.013779528
node24,PA0183;PA0184;PA0185,0.011363637
node24,PA0192;PA0193;PA0194,0.012
node24,PA5101;PA5102;PA5103,0.00408998
node24,PA3521;PA3522;PA3523,0.020952381
node24,PA3504;PA3505;PA3506;PA3507;PA3508;PA3509;PA3510;PA3511;PA3512;PA3513;PA3514,0.04347826
node24,PA1172;PA1173;PA1174;PA1175;PA1176;PA1177,0.027504912
node24,PA0105;PA0106;PA0107;PA0108,0.022
node24,PA2160;PA2161;PA2162;PA2163;PA2164;PA2165,0.034351144
node24,PA5503;PA5504;PA5505,0.019880716
node24,PA2089;PA2090;PA2091;PA2092,0.03550296
node24,PA1555;PA1555.1;PA1556;PA1557,0.009708738
node24,PA0078;PA0079;PA0080;PA0081,0.030018762
node24,PA1060;PA1061;PA1062;PA1063,0.035714287
node24,PA0095;PA0096;PA0097;PA0098;PA0099;PA0100;PA0101,0.041257367
node24,PA4822;PA4823;PA4824,0.026515152
node24,PA4550;PA4551;PA4552;PA4553,0.042307694
node24,PA4228;PA4229;PA4230;PA4231,0.04863813
node24,PA4554;PA4555;PA4556,0.035785288
node25,PA4406;PA4407;PA4408;PA4409;PA4410;PA4411;PA4412;PA4413;PA4414;PA4415;PA4416;PA4417;PA4418;PA4419;PA4420;PA4421,0
node25,PA3996;PA3997;PA3998;PA3999;PA4000;PA4001;PA4002;PA4003;PA4004;PA4005;PA4006;PA4007,0
node25,PA5006;PA5007;PA5008;PA5009;PA5010;PA5011;PA5012;PA5013;PA5014,0
node25,PA0509;PA0510;PA0511;PA0512;PA0513;PA0514;PA0515;PA0516;PA0517;PA0518;PA0519,0.002012072
node25,PA0411;PA0412;PA0413;PA0414;PA0415;PA0416,0
node25,PA5447;PA5448;PA5449;PA5450;PA5451;PA5452;PA5453;PA5454,0.004237288
node25,PA0070;PA0071;PA0072;PA0073;PA0074;PA0075;PA0076;PA0077,0.006382979
node25,PA3693;PA3694;PA3695;PA3696;PA3697;PA3698,0.006224067
node25,PA1477;PA1478;PA1479;PA1480;PA1481;PA1482;PA1483,0.004282655
node25,PA1874;PA1875;PA1876;PA1877,0.005813954
node25,PA5553;PA5554;PA5555;PA5556;PA5557;PA5558;PA5559;PA5560;PA5561,0.008528785
node25,PA5221;PA5222;PA5223;PA5224;PA5225,0.01372549
node25,PA2110;PA2111;PA2112;PA2113;PA2114,0.018907564
node25,PA2066;PA2067;PA2068;PA2069,0.005758158
node25,PA5063;PA5064;PA5065,0.004201681
node25,PA5230;PA5231;PA5232,0.002087683
node25,PA1458;PA1459;PA1460;PA1461;PA1462,0.010245902
node25,PA0404;PA0405;PA0406;PA0407,0.01629328
node25,PA0401;PA0402;PA0403,0.00621118
node25,PA4449;PA4450;PA4451,0.006465518
node25,PA0896;PA0897;PA0898;PA0899;PA0900;PA0901,0.029106028
node25,PA2327;PA2328;PA2329;PA2330;PA2331,0.020576132
node25,PA4048;PA4049;PA4050;PA4051;PA4052;PA4053;PA4054;PA4055,0.033402923
node25,PA4789;PA4790;PA4791,0.006048387
node25,PA5360;PA5361;PA5362,0.003984064
node25,PA5128;PA5129;PA5130,0.012269938
node25,PA2977;PA2978;PA2979;PA2980;PA2981;PA2982;PA2983,0.040169135
node25,PA3975;PA3976;PA3977,0.008350731
node25,PA3623;PA3624;PA3625;PA3626;PA3627,0.026052104
node25,PA1661;PA1662;PA1663,0.018947368
node25,PA1656;PA1657;PA1658;PA1659,0.022774328
node25,PA2411;PA2412;PA2413,0.010351967
node25,PA4964;PA4965;PA4966;PA4967;PA4968,0.027888447
node25,PA5276;PA5277;PA5278;PA5279;PA5280;PA5281,0.032323234
node25,PA3151;PA3152;PA3153;PA3154;PA3155;PA3156;PA3157;PA3158,0
node25,PA3504;PA3505;PA3506;PA3507;PA3508;PA3509;PA3510;PA3511;PA3512;PA3513;PA3514,0
node25,PA4148;PA4149;PA4150;PA4151;PA4152;PA4153,0
node25,PA3145;PA3146;PA3147;PA3148;PA3149;PA3150,0
node25,PA0202;PA0203;PA0204;PA0205;PA0206,0
node25,PA3808;PA3809;PA3810;PA3811;PA3812;PA3813;PA3814;PA3815,0
node25,PA0617;PA0618;PA0619;PA0620;PA0621,0
node25,PA2103;PA2104;PA2105;PA2106,0
node25,PA3372;PA3373;PA3374;PA3375;PA3376;PA3377;PA3378;PA3379;PA3380;PA3381;PA3382;PA3383;PA3384,0.00390625
node25,PA3498;PA3499;PA3500;PA3501;PA3502;PA3503,0
node25,PA0821;PA0822;PA0823;PA0824,0
node25,PA4250;PA4251;PA4252;PA4253;PA4254;PA4255;PA4256;PA4257;PA4258;PA4259;PA4260;PA4261;PA4262;PA4263;PA4264,0
node25,PA4550;PA4551;PA4552;PA4553,0.001912046
node25,PA3552;PA3553;PA3554;PA3555;PA3556;PA3557;PA3558;PA3559,0.001862197
node25,PA1513;PA1514;PA1515;PA1516;PA1517,0.003795066
node25,PA2625;PA2626;PA2627;PA2628,0.001988072
node25,PA1891;PA1892;PA1893;PA1894;PA1895;PA1896;PA1897,0.011538462
node25,PA3142;PA3143;PA3144,0
node25,PA4037;PA4038;PA4039;PA4040,0
node25,PA3459;PA3460;PA3461,0.00591716
node25,PA1698;PA1699;PA1700;PA1701;PA1702;PA1703;PA1704;PA1705;PA1706;PA1707;PA1708;PA1709,0.028037382
node25,PA2671;PA2672;PA2673;PA2674;PA2675;PA2676;PA2677;PA2678,0.03787879
node25,PA2835;PA2836;PA2837;PA2838,0.01754386
node25,PA4228;PA4229;PA4230;PA4231,0.023952097
node25,PA1384;PA1385;PA1386,0.012195122
node25,PA3757;PA3758;PA3759;PA3760;PA3761,0.02739726
node25,PA0095;PA0096;PA0097;PA0098;PA0099;PA0100;PA0101,0.045787547
node25,PA2911;PA2912;PA2913;PA2914,0.013539651
node26,PA1714;PA1715;PA1716;PA1717;PA1718;PA1719;PA1720;PA1721;PA1722;PA1723;PA1724;PA1725,0
node26,PA1698;PA1699;PA1700;PA1701;PA1702;PA1703;PA1704;PA1705;PA1706;PA1707;PA1708;PA1709,0
node26,PA4222;PA4223;PA4224;PA4225;PA4226,0
node26,PA0996;PA0997;PA0998;PA0999;PA1000,0
node26,PA1900;PA1901;PA1902;PA1903;PA1904;PA1905,0
node26,PA4228;PA4229;PA4230;PA4231,0
node26,PA4467;PA4468;PA4469;PA4470;PA4471,0
node26,PA2365;PA2366;PA2367;PA2368;PA2369;PA2370;PA2371;PA2372,0
node26,PA2671;PA2672;PA2673;PA2674;PA2675;PA2676;PA2677;PA2678,0.002070393
node26,PA4406;PA4407;PA4408;PA4409;PA4410;PA4411;PA4412;PA4413;PA4414;PA4415;PA4416;PA4417;PA4418;PA4419;PA4420;PA4421,0.004246285
node26,PA2066;PA2067;PA2068;PA2069,0
node26,PA4205;PA4206;PA4207;PA4208,0
node26,PA2160;PA2161;PA2162;PA2163;PA2164;PA2165,0.002061856
node26,PA3808;PA3809;PA3810;PA3811;PA3812;PA3813;PA3814;PA3815,0.002114165
node26,PA0628;PA0629;PA0630;PA0631;PA0632,0.006147541
node26,PA2411;PA2412;PA2413,0
node26,PA2154;PA2155;PA2156;PA2157;PA2158;PA2159,0.01713062
node26,PA0762;PA0763;PA0764;PA0765;PA0766,0.014084507
node26,PA0636;PA0637;PA0638;PA0639;PA0640,0.020283977
node26,PA2193;PA2194;PA2195,0.003861004
node26,PA1664;PA1665;PA1666;PA1667;PA1668;PA1669;PA1670;PA1671,0.037815128
node26,PA4273;PA4274;PA4275;PA4276,0.014522822
node26,PA2301;PA2302;PA2303;PA2304;PA2305,0.018292682
node26,PA2140;PA2141;PA2142,0.004040404
node26,PA5305;PA5306;PA5307,0.005988024
node26,PA3151;PA3152;PA3153;PA3154;PA3155;PA3156;PA3157;PA3158,0.029880479
node26,PA4532;PA4533;PA4534,0.014256619
node26,PA5216;PA5217;PA5218,0.010845987
node26,PA3799;PA3800;PA3801;PA3802;PA3803;PA3804;PA3805;PA3806;PA3807,0.03373016
node26,PA1508;PA1509;PA1510;PA1511,0.01622718
node26,PA1442;PA1443;PA1444;PA1445;PA1446;PA1447;PA1448;PA1449;PA1450;PA1451,0.03950104
node26,PA1054;PA1055;PA1056;PA1057;PA1058;PA1059,0.028017242
node26,PA1710;PA1711;PA1712,0.006224067
node26,PA0646;PA0647;PA0648,0.00409836
node26,PA3459;PA3460;PA3461,0.011976048
node26,PA2605;PA2606;PA2607;PA2608;PA2609,0.029288704
node26,PA2403;PA2404;PA2405;PA2406,0.045081966
node26,PA2992;PA2993;PA2994;PA2995;PA2996;PA2997;PA2998;PA2999,0.026422765
node26,PA2407;PA2408;PA2409;PA2410,0.021825397
node26,PA2171;PA2172;PA2173,0.016161617
node26,PA0269;PA0270;PA0271,0.021276595
node26,PA1271;PA1272;PA1273;PA1274;PA1275;PA1276;PA1277;PA1278;PA1279;PA1280;PA1281,0
node26,PA3542;PA3543;PA3544;PA3545;PA3546;PA3547,0
node26,PA3186;PA3187;PA3188;PA3189;PA3190,0
node26,PA3515;PA3516;PA3517;PA3518;PA3519,0
node26,PA0509;PA0510;PA0511;PA0512;PA0513;PA0514;PA0515;PA0516;PA0517;PA0518;PA0519,0
node26,PA4191;PA4192;PA4193;PA4194;PA4195,0.003831418
node26,PA2259;PA2260;PA2261;PA2262;PA2263,0.001841621
node26,PA1891;PA1892;PA1893;PA1894;PA1895;PA1896;PA1897,0.003853565
node26,PA3941;PA3942;PA3943;PA3944;PA3945,0.002066116
node26,PA3181;PA3182;PA3183,0
node26,PA1020;PA1021;PA1022;PA1023;PA1024;PA1025,0.019880716
node26,PA4863;PA4864;PA4865;PA4866;PA4867;PA4868,0.007633588
node26,PA4918;PA4919;PA4920,0
node26,PA3191;PA3192;PA3193,0
node26,PA3757;PA3758;PA3759;PA3760;PA3761,0.007874016
node26,PA0280;PA0281;PA0282,0
node26,PA4759;PA4760;PA4761;PA4762,0.007797271
node26,PA2725;PA2726;PA2727;PA2728;PA2729,0.007889546
node26,PA0500;PA0501;PA0502;PA0503;PA0504,0.025590552
node26,PA5167;PA5168;PA5169,0.003846154
node26,PA0229;PA0230;PA0231;PA0232,0.003795066
node26,PA5053;PA5054;PA5055,0.003861004
node26,PA0724;PA0725;PA0726,0.007662835
node26,PA0226;PA0227;PA0228,0.004016064
node26,PA3521;PA3522;PA3523,0.009940358
node26,PA4908;PA4909;PA4910;PA4911;PA4912,0.023346303
node26,PA4037;PA4038;PA4039;PA4040,0.030487806
node26,PA4658;PA4659;PA4660,0.011811024
node26,PA3935;PA3936;PA3937;PA3938,0.02247191
node26,PA3970;PA3971;PA3972;PA3973,0.019417476
node26,PA3441;PA3442;PA3443;PA3444;PA3445,0.031809144
node26,PA4597;PA4598;PA4599,0.009633912
node26,PA5455;PA5456;PA5457;PA5458;PA5459,0.035849057
node27,PA4250;PA4251;PA4252;PA4253;PA4254;PA4255;PA4256;PA4257;PA4258;PA4259;PA4260;PA4261;PA4262;PA4263;PA4264,0
node27,PA4242;PA4243;PA4244;PA4245;PA4246;PA4247;PA4248;PA4249,0
node27,PA3808;PA3809;PA3810;PA3811;PA3812;PA3813;PA3814;PA3815,0
node27,PA1100;PA1101;PA1102;PA1103;PA1104;PA1105,0
node27,PA3996;PA3997;PA3998;PA3999;PA4000;PA4001;PA4002;PA4003;PA4004;PA4005;PA4006;PA4007,0
node27,PA4941;PA4942;PA4943;PA4944;PA4945;PA4946;PA4947;PA4948;PA4949,0
node27,PA3799;PA3800;PA3801;PA3802;PA3803;PA3804;PA3805;PA3806;PA3807,0
node27,PA1454;PA1455;PA1456;PA1457,0
node27,PA5066;PA5067;PA5068;PA5069;PA5070;PA5071,0.002070393
node27,PA4273;PA4274;PA4275;PA4276,0
node27,PA1081;PA1082;PA1083;PA1084;PA1085;PA1086;PA1087,0.001945525
node27,PA3646;PA3647;PA3648;PA3649;PA3650;PA3651;PA3652;PA3653;PA3654,0.006369427
node27,PA0509;PA0510;PA0511;PA0512;PA0513;PA0514;PA0515;PA0516;PA0517;PA0518;PA0519,0.00814664
node27,PA4048;PA4049;PA4050;PA4051;PA4052;PA4053;PA4054;PA4055,0.004048583
node27,PA3633;PA3634;PA3635;PA3636;PA3637,0.004008016
node27,PA2231;PA2232;PA2233;PA2234;PA2235;PA2236;PA2237;PA2238;PA2239;PA2240;PA2241,0.010615711
node27,PA4449;PA4450;PA4451,0
node27,PA4237;PA4238;PA4239;PA4240;PA4241,0.006147541
node27,PA4462;PA4463;PA4464;PA4465;PA4466,0.005964215
node27,PA0430;PA0431;PA0432,0.001923077
node27,PA0208;PA0209;PA0210;PA0211;PA0212;PA0213;PA0214,0.01632653
node27,PA0173;PA0174;PA0175;PA0176;PA0177;PA0178;PA0179,0.012024048
node27,PA4938;PA4939;PA4940,0
node27,PA2886;PA2887;PA2888;PA2889;PA2890;PA2891;PA2892,0.023809524
node27,PA4265;PA4266;PA4267,0
node27,PA2738;PA2739;PA2740;PA2741;PA2742;PA2743;PA2744,0.013461539
node27,PA0082;PA0083;PA0084,0
node27,PA5553;PA5554;PA5555;PA5556;PA5557;PA5558;PA5559;PA5560;PA5561,0.026209677
node27,PA2637;PA2638;PA2639;PA2640;PA2641;PA2642;PA2643;PA2644;PA2645;PA2646;PA2647;PA2648;PA2649,0.014675053
node27,PA0769;PA0770;PA0771;PA0772;PA0773,0.006289308
node27,PA1800;PA1801;PA1802,0.001988072
node27,PA1463;PA1464;PA1465,0.00204918
node27,PA3281;PA3282;PA3283;PA3284,0.004
node27,PA4747;PA4748;PA4749;PA4750;PA4751,0.017475728
node27,PA2407;PA2408;PA2409;PA2410,0.016161617
node27,PA0969;PA0970;PA0971;PA0972;PA0973;PA0974,0.023121387
node27,PA4754;PA4755;PA4756;PA4757;PA4758,0.016736401
node27,PA5037;PA5038;PA5039;PA5040;PA5041;PA5042;PA5043;PA5044,0.04312115
node27,PA3975;PA3976;PA3977,0.004149378
node27,PA4457;PA4458;PA4459;PA4460;PA4461,0.030303031
node27,PA3181;PA3182;PA3183,0.008247423
node27,PA0078;PA0079;PA0080;PA0081,0.024242423
node27,PA3703;PA3704;PA3705;PA3706;PA3707;PA3708,0.03269231
node27,PA2403;PA2404;PA2405;PA2406,0.02079002
node27,PA2973;PA2974;PA2975,0.019027485
node27,PA3083;PA3084;PA3085,0.015686275
node27,PA5257;PA5258;PA5259;PA5260,0.02079002
node27,PA3504;PA3505;PA3506;PA3507;PA3508;PA3509;PA3510;PA3511;PA3512;PA3513;PA3514,0
node27,PA0636;PA0637;PA0638;PA0639;PA0640,0
node27,PA1020;PA1021;PA1022;PA1023;PA1024;PA1025,0
node27,PA2671;PA2672;PA2673;PA2674;PA2675;PA2676;PA2677;PA2678,0.002016129
node27,PA0628;PA0629;PA0630;PA0631;PA0632,0
node27,PA5087;PA5088;PA5089;PA5090,0.002008032
node27,PA2103;PA2104;PA2105;PA2106,0
node27,PA1900;PA1901;PA1902;PA1903;PA1904;PA1905,0.001984127
node27,PA0617;PA0618;PA0619;PA0620;PA0621,0.003921569
node27,PA2110;PA2111;PA2112;PA2113;PA2114,0.007984032
node27,PA1211;PA1212;PA1213;PA1214;PA1215,0.003597122
node27,PA1216;PA1217;PA1218;PA1219;PA1220;PA1221,0.008080808
node27,PA0633;PA0634;PA0635,0
node27,PA1384;PA1385;PA1386,0.002057613
node27,PA3292;PA3293;PA3294,0
node27,PA3669;PA3670;PA3671;PA3672,0.003898636
node27,PA2197;PA2198;PA2199;PA2200,0.012072435
node27,PA2597;PA2598;PA2599;PA2600,0.011764706
node27,PA1508;PA1509;PA1510;PA1511,0.01004016
node27,PA0323;PA0324;PA0325;PA0326,0.013618677
node27,PA3498;PA3499;PA3500;PA3501;PA3502;PA3503,0.031835206
node27,PA4191;PA4192;PA4193;PA4194;PA4195,0.025896415
node27,PA0202;PA0203;PA0204;PA0205;PA0206,0.02020202
node27,PA3935;PA3936;PA3937;PA3938,0.035123967
node27,PA0821;PA0822;PA0823;PA0824,0.021153847
node27,PA4532;PA4533;PA4534,0.003891051
node27,PA0643;PA0644;PA0645,0.011173184
node27,PA0622;PA0623;PA0624,0.0078125
node27,PA3441;PA3442;PA3443;PA3444;PA3445,0.018367346
node27,PA1664;PA1665;PA1666;PA1667;PA1668;PA1669;PA1670;PA1671,0.04887218
node27,PA0260;PA0261;PA0262,0.018595042
node27,PA1656;PA1657;PA1658;PA1659,0.016096579
node28,PA3504;PA3505;PA3506;PA3507;PA3508;PA3509;PA3510;PA3511;PA3512;PA3513;PA3514,0.008108108
node28,PA2154;PA2155;PA2156;PA2157;PA2158;PA2159,0.004750594
node28,PA4242;PA4243;PA4244;PA4245;PA4246;PA4247;PA4248;PA4249,0.009592326
node28,PA3693;PA3694;PA3695;PA3696;PA3697;PA3698,0.014705882
node28,PA4250;PA4251;PA4252;PA4253;PA4254;PA4255;PA4256;PA4257;PA4258;PA4259;PA4260;PA4261;PA4262;PA4263;PA4264,0.01038961
node28,PA4747;PA4748;PA4749;PA4750;PA4751,0.013129103
node28,PA2656;PA2657;PA2658;PA2659,0.006833713
node28,PA0662;PA0663;PA0664,0.002304148
node28,PA2327;PA2328;PA2329;PA2330;PA2331,0.01438849
node28,PA0733;PA0734;PA0735;PA0736,0.012987013
node28,PA3220;PA3221;PA3222,0.004347826
node28,PA3750;PA3751;PA3752;PA3753;PA3754,0.018957347
node28,PA5002;PA5003;PA5004;PA5005,0.009433962
node28,PA0800;PA0801;PA0802,0.002173913
node28,PA2089;PA2090;PA2091;PA2092,0.027972028
node28,PA2151;PA2152;PA2153,0.017621145
node28,PA1010;PA1011;PA1012;PA1013,0.013186813
node28,PA1581;PA1582;PA1583;PA1584,0.023364486
node28,PA1664;PA1665;PA1666;PA1667;PA1668;PA1669;PA1670;PA1671,0.001754386
node28,PA0070;PA0071;PA0072;PA0073;PA0074;PA0075;PA0076;PA0077,0.006896552
node28,PA3225;PA3226;PA3227;PA3228,0.001814882
node28,PA5146;PA5147;PA5148;PA5149,0.009242144
node28,PA0628;PA0629;PA0630;PA0631;PA0632,0.008726004
node28,PA3070;PA3071;PA3072;PA3073;PA3074;PA3075;PA3076,0.0237691
node28,PA2011;PA2012;PA2013;PA2014;PA2015,0.017123288
node28,PA0086;PA0087;PA0088;PA0089;PA0090;PA0091,0.027223231
node28,PA1806;PA1807;PA1808;PA1809;PA1810;PA1811,0.027972028
node28,PA1081;PA1082;PA1083;PA1084;PA1085;PA1086;PA1087,0.039182283
node28,PA1100;PA1101;PA1102;PA1103;PA1104;PA1105,0.045289855
node28,PA3552;PA3553;PA3554;PA3555;PA3556;PA3557;PA3558;PA3559,0.04054054
node28,PA3327;PA3328;PA3329;PA3330;PA3331;PA3332;PA3333;PA3334,0.030927835
node28,PA4452;PA4453;PA4454;PA4455;PA4456,0.033868093
node28,PA4317;PA4318;PA4319;PA4320;PA4321;PA4322;PA4323,0.043405674
node28,PA1211;PA1212;PA1213;PA1214;PA1215,0.045774646
node28,PA4354;PA4355;PA4356,0.02398524
node28,PA5053;PA5054;PA5055,0.02330097
node28,PA2254;PA2255;PA2256;PA2257,0.03763441
node28,PA4023;PA4024;PA4025,0.03046595
node29,PA2637;PA2638;PA2639;PA2640;PA2641;PA2642;PA2643;PA2644;PA2645;PA2646;PA2647;PA2648;PA2649,0
node29,PA4406;PA4407;PA4408;PA4409;PA4410;PA4411;PA4412;PA4413;PA4414;PA4415;PA4416;PA4417;PA4418;PA4419;PA4420;PA4421,0
node29,PA5553;PA5554;PA5555;PA5556;PA5557;PA5558;PA5559;PA5560;PA5561,0
node29,PA4250;PA4251;PA4252;PA4253;PA4254;PA4255;PA4256;PA4257;PA4258;PA4259;PA4260;PA4261;PA4262;PA4263;PA4264,0
node29,PA3145;PA3146;PA3147;PA3148;PA3149;PA3150,0
node29,PA1714;PA1715;PA1716;PA1717;PA1718;PA1719;PA1720;PA1721;PA1722;PA1723;PA1724;PA1725,0
node29,PA1698;PA1699;PA1700;PA1701;PA1702;PA1703;PA1704;PA1705;PA1706;PA1707;PA1708;PA1709,0.002207506
node29,PA1216;PA1217;PA1218;PA1219;PA1220;PA1221,0
node29,PA3151;PA3152;PA3153;PA3154;PA3155;PA3156;PA3157;PA3158,0
node29,PA4427;PA4428;PA4429;PA4430;PA4431,0.002083333
node29,PA2011;PA2012;PA2013;PA2014;PA2015,0
node29,PA1900;PA1901;PA1902;PA1903;PA1904;PA1905,0
node29,PA3186;PA3187;PA3188;PA3189;PA3190,0
node29,PA2992;PA2993;PA2994;PA2995;PA2996;PA2997;PA2998;PA2999,0.002096436
node29,PA4299;PA4300;PA4301;PA4302;PA4303;PA4304;PA4305,0.003944773
node29,PA4222;PA4223;PA4224;PA4225;PA4226,0.001968504
node29,PA4317;PA4318;PA4319;PA4320;PA4321;PA4322;PA4323,0
node29,PA0744;PA0745;PA0746;PA0747,0
node29,PA0889;PA0890;PA0891;PA0892;PA0893,0
node29,PA5006;PA5007;PA5008;PA5009;PA5010;PA5011;PA5012;PA5013;PA5014,0.00203666
node29,PA2247;PA2248;PA2249;PA2250,0
node29,PA1271;PA1272;PA1273;PA1274;PA1275;PA1276;PA1277;PA1278;PA1279;PA1280;PA1281,0.003992016
node29,PA3646;PA3647;PA3648;PA3649;PA3650;PA3651;PA3652;PA3653;PA3654,0.008298756
node29,PA3703;PA3704;PA3705;PA3706;PA3707;PA3708,0.002053388
node29,PA0411;PA0412;PA0413;PA0414;PA0415;PA0416,0.002145923
node29,PA0896;PA0897;PA0898;PA0899;PA0900;PA0901,0.007874016
node29,PA1806;PA1807;PA1808;PA1809;PA1810;PA1811,0.006451613
node29,PA1581;PA1582;PA1583;PA1584,0.00204499
node29,PA3669;PA3670;PA3671;PA3672,0
node29,PA1585;PA1586;PA1587,0
